time,x_0,x_1,x_2,x_3,y_0,y_1,y_2,y_3,d_0,d_1,d_2,d_3,econ_rewards
0.0,0.0035,0.001,15.0,0.008,3.5,537.2602140856554,15.0,62.6439500530795,0.0,450.50000000000006,5.8,78.4,-8.806965790928917e-06
0.010416666666666666,0.0034996053909776893,0.000995764488581021,13.41846505192227,0.008216968909555611,3.499605390977689,532.0483351527166,13.41846505192227,70.86670476682063,0.0,443.20000134781,5.70000001005828,76.6,-7.91626248711864e-06
0.020833333333333332,0.0034992509874301365,0.0009701514897398564,11.90878425337809,0.007884176599304661,3.4992509874301367,515.6322121034266,11.90878425337809,74.65060458508938,0.0,445.60000147856704,5.5,78.4999999497086,-7.379970067860677e-05
0.03125,0.0034989301239062767,0.0009452360097163662,10.556018553022566,0.0072781402854586895,3.4989301239062764,500.005595020948,10.556018553022566,74.99989284033197,0.0,455.4,5.5,77.80000000000001,-0.0005587232216173857
0.041666666666666664,0.003498629553742708,0.0009470888593248996,10.000003737963409,0.0070273311576261625,3.498629553742708,500.0038594335743,10.000003737963409,74.99994130138255,0.0,448.70000006035,5.6,77.8999998893589,-0.0009396863051498117
0.052083333333333336,0.0034983345528611623,0.0009471215066683104,10.000014109355739,0.00702732734527528,3.4983345528611625,500.02111351016157,10.000014109355739,74.99985143951797,0.0,462.0999992053959,5.50000001005828,75.8999999698252,-0.0009512889530887042
0.0625,0.003498039576777341,0.0009471244543918377,10.000011638295154,0.007027314758984445,3.498039576777341,500.0226653607115,10.000011638295154,74.99972882715204,0.0,443.8,5.5,75.70000000000002,-0.0009527840384712425
0.07291666666666667,0.0034977446255906935,0.0009471242709264022,10.000011576651113,0.0070273146570331135,3.4977446255906934,500.0225683935404,10.000011576651113,74.99972803133998,0.0,444.400000985712,5.4,76.39999996982512,-0.0009741724762709695
0.08333333333333333,0.003497449699258484,0.0009471239097956787,10.000013107728076,0.007027323794087941,3.497449699258484,500.0223804428032,10.000013107728076,74.9998182881556,0.0,460.299997726828,5.6,75.4,-0.0009305603222674377
0.09375,0.003497154797791078,0.000947123863074596,10.000011966225987,0.007027317199449652,3.497154797791078,500.0223537611744,10.000011966225987,74.99975331844011,0.0,452.9000000000001,5.8,75.10000000000001,-0.0008914667514520286
0.10416666666666667,0.003496859921198419,0.0009471225755859398,10.000012187488872,0.007027318803713587,3.496859921198419,500.02167443816273,10.000012187488872,74.9997693910314,0.0,456.59999907463805,5.90000001005828,74.8999999195337,-0.0008709053199313382
0.11458333333333333,0.0034965650694618027,0.0009471230069265552,10.00001270580196,0.007027321345136735,3.496565069461803,500.02190307441936,10.00001270580196,74.99979405713835,0.0,455.9999989539389,6.00000001005828,73.7000000301748,-0.0008480782113748919
0.125,0.0034962702425959382,0.0009471228924958155,10.00001135329863,0.007027309796959502,3.4962702425959384,500.0218402737025,10.00001135329863,74.9996772206956,0.0,454.7999999999999,6.0,74.6,-0.0008506786299843982
0.13541666666666666,0.0034959754406013624,0.0009471220340606087,10.000011503446697,0.0070273128851541505,3.4959754406013626,500.0213873385811,10.000011503446697,74.99970946786729,0.0,440.100001538918,6.0,74.6999999396503,-0.0008527114333608686
0.14583333333333334,0.0034956806634537504,0.0009471216177599133,10.000012352759626,0.007027319962947604,3.4956806634537503,500.02116905758896,10.000012352759626,74.99978097947212,0.0,446.799999577552,6.10000001005828,74.40000002011658,-0.0008314722786980398
0.15625,0.003495385911154975,0.0009471208751714157,10.000012171329388,0.007027318631210192,3.4953859111549748,500.0207766967647,10.000012171329388,74.99976762658876,0.0,446.79999999999995,6.3,74.09999999999998,-0.0007914855601371758
0.16666666666666666,0.003495091183738638,0.0009471165302258759,10.000009571514981,0.007027195411232615,3.495091183738638,500.0184782453444,10.000009571514981,74.99846487526902,0.0,449.89999926574495,6.3,77.89999976865948,-0.0008048723783984083
0.17708333333333334,0.0034947964811961317,0.0009471115236486085,10.00000985272023,0.007027292931786294,3.494796481196132,500.0158355812729,10.00000985272023,74.99950434011679,0.0,440.700000804663,6.19999998994172,80.30000014081588,-0.0008374805493299147
0.1875,0.0034945018034976136,0.0009471085656765202,10.000010066390002,0.007027309936431367,3.4945018034976134,500.01427433374823,10.000010066390002,74.99968481085958,0.0,438.8999999999999,6.0,82.69999999999999,-0.0008898680604429034
0.19791666666666666,0.0034942071506306053,0.0009471063674381367,10.000011326551745,0.0070273239508935464,3.494207150630605,500.01311602624594,10.000011326551745,74.99982840680921,0.0,451.70000067390504,5.9,84.3000000301749,-0.0009174746397638325
0.20833333333333334,0.003493912522582886,0.000947105501573653,10.000012568317784,0.007027328550817511,3.4939125225828858,500.01266109660577,10.000012568317784,74.9998716123485,0.0,444.4000012874599,5.80000002011656,84.79999999999998,-0.0009404603285070492
0.21875,0.0034936179193736836,0.0009471038277344252,10.000011809084166,0.00702732727563689,3.4936179193736834,500.0117760731196,10.000011809084166,74.99986160262749,0.0,462.69999999999993,6.0,85.5,-0.0009094967283483024
0.22916666666666666,0.003493323340987557,0.0009471023485689633,10.000014180616452,0.00702733215214977,3.493323340987557,500.01099935382945,10.000014180616452,74.9999024034947,0.0,457.19999956749393,6.0,85.39999998994169,-0.0009096965094133701
0.23958333333333334,0.003493028787464859,0.0009471005707479443,10.00000961488957,0.0070273197258809515,3.493028787464859,500.0100527126139,10.00000961488957,74.99979143047047,0.0,439.500001961365,6.2,86.30000000000001,-0.0008948960627379347
