time,y_0,y_1,y_2,y_3,u_0,u_1,u_2,d_0,d_1,d_2,d_3
0.0,3.5,537.2602140856554,15.0,62.6439500530795,0.0,0.0,0.0,0.0,450.50000000000006,5.8,78.4
0.010416666666666666,3.499604774844171,534.3690782329991,13.461467235306955,71.34245282935834,5.284039431303739e-06,5.004182390572353e-06,5.956886611883279e-05,0.0,450.50000000000006,5.8,78.4
0.020833333333333332,3.4992465502782744,531.9068341167136,12.163505182041042,78.6765884872596,1.4618664311196918e-05,1.3616101370928714e-05,0.00021105322429604297,0.0,443.20000134781,5.70000001005828,76.59999999999998
0.03125,3.498917054698264,529.7850909057175,11.04916092338418,84.77303850123899,1.461880620036613e-05,1.3197716755495734e-05,0.00032091554308116214,0.0,445.60000147856704,5.5,78.4999999497086
0.041666666666666664,3.498608738115169,528.2490803461948,10.24322217668651,88.90062131491953,5.283921886965048e-06,4.719661325441839e-06,4.452243092245645,0.0,455.4,5.5,77.80000000000001
0.052083333333333336,3.4983113149956417,527.7491518801663,10.000000955432574,89.6764133086937,1.4618946826813709e-05,7.338687645877497e-06,19.451885904398438,0.0,448.70000006035,5.6,77.8999998893589
0.0625,3.49801634107827,527.7237358264537,10.000004353210697,89.07090437623621,5.2838982631222706e-06,4.880647654620171e-06,27.450158037360524,0.0,462.0999992053959,5.50000001005828,75.8999999698252
0.07291666666666667,3.497721391918577,527.6686908311657,10.000011999228821,88.54178761267526,1.4619023135509464e-05,1.3466880707029513e-05,27.45038362848373,0.0,443.8,5.5,75.70000000000002
0.08333333333333333,3.497426467552932,527.6149932293513,10.000011999005302,88.07996399753969,1.4619061728705975e-05,1.3173950003670908e-05,28.060151361565932,0.0,444.400000985712,5.4,76.39999996982512
0.09375,3.497131568055015,527.5874510105875,10.00001199907771,87.6766247527733,1.4619100716117748e-05,1.3773675118083491e-05,26.84015137616672,0.0,460.299997726828,5.6,75.4
0.10416666666666667,3.4968366934227273,527.547007225612,10.000011999145315,87.32516510349384,1.4619140673146763e-05,1.4429633325786009e-05,25.620151376816715,0.0,452.9000000000001,5.8,75.10000000000001
0.11458333333333333,3.4965418436539726,527.5125354879642,10.0000119990876,87.01855409145458,1.461918113715348e-05,1.4781889197580374e-05,25.010151312966304,0.0,456.59999907463805,5.90000001005828,74.8999999195337
0.125,3.4962470187466557,527.4768327619561,10.00001199915553,86.74991626878592,1.4619222989050661e-05,1.515158818208708e-05,24.40015131798599,0.0,455.9999989539389,6.00000001005828,73.7000000301748
0.13541666666666666,3.495952218698679,527.4391767030223,10.000011999152612,86.51636561679273,1.4619266309984888e-05,1.5151525430128186e-05,24.400151376848005,0.0,454.7999999999999,6.0,74.6
0.14583333333333334,3.4956574435079473,527.3770002870052,10.000011999108104,86.3125026995474,1.462564021084135e-05,1.5149832636590393e-05,24.400151366578317,0.0,440.100001538918,6.0,74.6999999396503
0.15625,3.495362693172366,527.3258497074023,10.000011999010654,86.13466913598198,1.4635558697060156e-05,1.5537247425029667e-05,23.790151297781467,0.0,446.799999577552,6.10000001005828,74.40000002011658
0.16666666666666666,3.4950679677703156,527.2733042907556,10.000004353026046,85.98024821962385,5.294718337641874e-06,5.936476957781388e-06,22.569822631543026,0.0,446.79999999999995,6.3,74.09999999999998
0.17708333333333334,3.494773267294918,527.2260255846267,10.000004353028821,85.84995116821955,5.301646538706664e-06,5.935347936504444e-06,22.57005488300908,0.0,449.89999926574495,6.3,77.89999976865948
0.1875,3.4944785916683565,527.1637425022094,10.000004353001584,85.73842715014527,5.336306976803675e-06,5.7724670139216564e-06,23.180054910503586,0.0,440.700000804663,6.19999998994172,80.30000014081588
0.19791666666666666,3.494183940888535,527.0990838050614,10.000004353023058,85.6426192620822,5.347977632987204e-06,5.481702870676589e-06,24.40005483971061,0.0,438.8999999999999,6.0,82.69999999999999
0.20833333333333334,3.4938893148729093,527.0571425097129,10.000011999110955,85.56010798330254,1.4838468562738467e-05,1.4753008546283187e-05,25.010383483317792,0.0,451.70000067390504,5.9,84.3000000301749
0.21875,3.4935947136241663,527.0033336360458,10.000011998823062,85.48801363325974,1.5006363568156619e-05,1.4376618773883783e-05,25.620150954107245,0.0,444.4000012874599,5.80000002011656,84.79999999999998
0.22916666666666666,3.493300137215906,526.9796809578138,10.00001199906799,85.42718758284242,1.5195742144582914e-05,1.5087109444012543e-05,24.40015105147296,0.0,462.69999999999993,6.0,85.5
0.23958333333333334,3.493005585646034,526.9470948861112,10.00001199875676,85.37393755966411,1.714861914941947e-05,1.487927419653374e-05,24.40014996024733,0.0,457.19999956749393,6.0,85.39999998994169
0.25,3.4927110589124584,526.8845813638558,10.000011998816165,85.32984864350851,1.8463538947882033e-05,1.5408700967795285e-05,23.180148728273707,0.0,439.500001961365,6.2,86.30000000000001
0.2604166666666667,3.492416557013082,526.8396021965963,10.000011998727185,85.29323455955036,2.13441943008774e-05,1.5637776847963497e-05,22.570147828883915,0.0,449.9,6.3,87.3
0.2708333333333333,3.4921220799458133,526.7949745670369,10.000011998574232,85.26218983141803,2.6128169832432224e-05,1.5758445436963868e-05,21.960146369121187,0.0,449.8999994467941,6.4,87.5
0.28125,3.491827627708556,526.789013760986,10.00001199873223,85.23635146502029,0.00030212398833938256,1.5535247254829817e-05,20.74014127354523,0.0,454.1999987024819,6.60000001005828,87.40000008046631
0.2916666666666667,3.4915332003796093,526.7577780641664,10.000004352843346,85.21451195001544,0.00031599332309965145,5.7123937518986465e-06,19.519817879290834,0.0,438.29999999999995,6.8,86.79999999999998
