y_0,y_1,y_2,y_3,time
3.5,537.2602140856554,15.0,62.6439500530795,0.0
3.5,537.2602140856554,15.0,62.6439500530795,0.010416666666666666
3.499604774845564,534.3685371028694,13.461467085956867,71.34247605345531,0.020833333333333332
3.499246339400359,531.9486023752719,12.180226257173272,78.60336651375955,0.03125
3.4989161049600552,529.8795286333904,11.096529050456123,84.55129000641288,0.041666666666666664
3.4986081930569397,528.0856565421051,10.160617625726607,89.37909956239838,0.052083333333333336
3.4983167876563805,526.8229099921346,9.50327174342051,92.34578658729292,0.0625
3.4980330088222926,526.5506204643362,9.383793968515121,92.05959435032621,0.07291666666666667
3.4977493480110278,526.7147134842287,9.486846890527207,90.59583953263758,0.08333333333333333
3.4974638528828432,526.8175318159911,9.572671025177716,89.41726022986536,0.09375
3.497176825182607,526.8952935467946,9.64413622314068,88.4692619186941,0.10416666666666667
3.496888519036891,526.9772010432223,9.703650141455576,87.70723380607723,0.11458333333333333
3.496599147965376,527.0279244010496,9.753211417649625,87.09636585071361,0.125
3.4963088911403113,527.0693788567236,9.794484450148015,86.60733290129497,0.13541666666666666
3.496017898716389,527.0969175240549,9.828855300444562,86.21564250468168,0.14583333333333334
3.4957262963944826,527.1119405649662,9.857478233412431,85.9045290861773,0.15625
3.4954341893098233,527.0936573093959,9.881314486650734,85.65760902763752,0.16666666666666666
3.4951416653311527,527.0790681069647,9.90116454922102,85.46258598459505,0.17708333333333334
3.494848797931256,527.0569839326399,9.917687362905724,85.31006024789546,0.1875
3.494555648375261,527.0350854722979,9.931453400250714,85.19545424232099,0.19791666666666666
3.4942622677148854,526.9939563157557,9.942917314839244,85.109267513942,0.20833333333333334
3.4939686985984197,526.9469292020848,9.952464095291432,85.0452460520098,0.21875
3.493674976510587,526.9196830680883,9.96042200868531,84.99852191913364,0.22916666666666666
3.4933811311069367,526.8781292367808,9.967042733625103,84.96435134522255,0.23958333333333334
3.4930871871781246,526.8646951784898,9.97255626073313,84.94219834932636,0.25
3.492793165321573,526.8406361374011,9.977147747186418,84.92733945189794,0.2604166666666667
3.492499082700492,526.7852421683982,9.980971389425703,84.92062519336717,0.2708333333333333
3.492204953614705,526.7462071677016,9.984155595046936,84.9198528785908,0.28125
3.4919107899771373,526.7065461013677,9.98680729848607,84.9227746661324,0.2916666666666667
3.4916166017113506,526.7047362988468,9.989015551527649,84.92882003420375,0.3020833333333333
3.491322397163502,526.6769748955343,9.99084686374601,84.93667344347368,0.3125
3.4910281832133516,526.6676086124024,9.992378289292981,84.94606888022167,0.3229166666666667
3.4907339654386345,526.7289738713818,9.993661259490288,84.95472020884435,0.3333333333333333
3.4904397486191057,526.8215175958223,9.994723308856004,84.96613980048403,0.34375
3.4901455368068133,526.9186781396486,9.995607748660781,84.97500364475194,0.3541666666666667
3.489851333393395,526.9484851711495,9.996336634726797,84.98316850733005,0.3645833333333333
3.4895571410510167,527.1936962791793,9.996957641046695,84.99087865674827,0.375
3.489262962004684,527.5642364610833,9.99746842795095,84.99821965246839,0.3854166666666667
3.488968798271015,536.8011738276069,9.997893795817172,85.0037844741668,0.3958333333333333
3.489834067865832,559.5640721166867,9.998248029484868,85.01053331244816,0.40625
3.4909862504029756,596.1193664680685,9.998535375583504,85.01482574072203,0.4166666666666667
3.4924253764814703,646.3829071987383,9.99878868413396,85.02016788043824,0.4270833333333333
3.4941520254539506,710.3547681227892,9.998985618436263,85.02599233135439,0.4375
3.4983982226761734,787.519419407472,9.99915598452305,85.03088138466337,0.4479166666666667
3.5007043278999235,878.7941145264887,9.99930550583112,85.0355176748416,0.4583333333333333
3.5033010303232017,964.0457779115532,9.9994160106241,85.039412716988,0.46875
3.5089872806976676,1045.5760129482685,9.99952207499757,85.04402018468683,0.4791666666666667
3.514973179011532,1114.563720094841,9.999598248295221,85.04699353842408,0.4895833333333333
3.535193509686996,1166.552131368584,10.037236488985654,84.86160827427467,0.5
3.549579488820545,1205.7321855488208,9.999718093767068,85.07729683448048,0.5104166666666666
3.5693817505474157,1230.2459668016195,10.087769114049498,84.6373343261768,0.5208333333333334
3.591066818777689,1240.665231151129,10.232921660850277,83.9747912175732,0.53125
3.6091098317554953,1237.504047731131,10.254832663384366,84.00990993881204,0.5416666666666666
3.6325283201372462,1231.2338009828181,10.388222630972324,83.49439566507056,0.5520833333333334
3.642136930941655,1226.9607657616507,10.22542920955756,84.50659028315816,0.5625
3.659088545265191,1221.788843724262,10.254624573373654,84.43986979600052,0.5729166666666666
3.6758464936184305,1216.7612315631554,10.306900969040948,84.26703141980042,0.5833333333333334
3.6996321645158985,1210.6707173599912,10.498476336687617,83.43446288834431,0.59375
3.726817029152223,1204.0014265492262,10.746016457614974,82.4539264453282,0.6041666666666666
3.7767422423712773,1194.278024836181,11.55062961669245,79.0323669980757,0.6145833333333334
3.8143974491368673,1185.4844741441755,11.891705541912032,78.29798722411788,0.625
3.8550634189024637,1176.05736007626,12.252778339592446,77.60135732893836,0.6354166666666666
3.8940570280430826,1166.5651303489421,12.504121000469542,77.51039015032269,0.6458333333333334
3.931233176300053,1157.1354683856832,12.66408387934453,77.84675393106434,0.65625
3.968983634063149,1147.618976391648,12.836225097187075,78.08646659109306,0.6666666666666666
3.9971785358753786,1139.4476466095462,12.771224223658711,79.35871535017274,0.6770833333333334
4.023338267371935,1131.5749396041067,12.65650620916905,80.6880851849776,0.6875
4.050168742410767,1123.609230869269,12.555215472521839,81.7779420744494,0.6979166666666666
4.0793160158851585,1115.4098702557758,12.531451014898247,82.35694693248325,0.7083333333333334
